location_code,name,brand,region,open_date,store_manager,phone,area_manager,organization_code,source_refs,inferred
VA15,New Balance Saigon Centre,,,,,,,MAP-VN,Audit 2026 device/Data store/Check List.xlsx#VN!row=13 | Audit 2026 device/Data store/Check List.xlsx#Sheet2!row=13 | Audit 2026 device/Data store/Check List.xlsx#Sheet2!row=21 | Audit 2026 device/Data store/Check List.xlsx#Sheet1!row=14 | Audit 2026 device/Data store/Firewall Serial Number.xlsx#Sheet1!row=12 | Audit 2026 device/Data store/Audit/VA15.xlsx | Asset management/Store/Details/VA15.xlsx | Asset management/Store/Dashboard.xlsx#All Stores!row=199 | Asset management/Store/Dashboard.xlsx#All Stores!row=200 | Asset management/Store/Dashboard.xlsx#All Stores!row=201 | Asset management/Store/Dashboard.xlsx#All Stores!row=202 | Asset management/Store/Dashboard.xlsx#All Stores!row=203 | Asset management/Store/Dashboard.xlsx#All Stores!row=204 | Asset management/Store/Dashboard.xlsx#All Stores!row=205 | Asset management/Store/Dashboard.xlsx#All Stores!row=206 | Asset management/Store/Dashboard.xlsx#All Stores!row=207 | Asset management/Store/Dashboard.xlsx#All Stores!row=208 | Asset management/Store/Dashboard.xlsx#All Stores!row=209 | Asset management/Store/Dashboard.xlsx#All Stores!row=210 | Asset management/Store/Dashboard.xlsx#All Stores!row=211 | Asset management/Store/Dashboard.xlsx#All Stores!row=212 | Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=2 | Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=3 | Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=4 | Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=5 | Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=6 | Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=7 | Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=8 | Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=9 | Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=10 | Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=11 | Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=12 | Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=13 | Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=14,true
VA16,New Balance Outlet Quang Trung,,,,,,,MAP-VN,Audit 2026 device/Data store/Check List.xlsx#VN!row=14 | Audit 2026 device/Data store/Check List.xlsx#Sheet2!row=14 | Audit 2026 device/Data store/Check List.xlsx#Sheet2!row=20 | Audit 2026 device/Data store/Check List.xlsx#Sheet1!row=15 | Audit 2026 device/Data store/Firewall Serial Number.xlsx#Sheet1!row=13 | Audit 2026 device/Data store/Audit/VA16.xlsx | Asset management/Store/Details/VA16.xlsx | Asset management/Store/Dashboard.xlsx#All Stores!row=213 | Asset management/Store/Dashboard.xlsx#All Stores!row=214 | Asset management/Store/Dashboard.xlsx#All Stores!row=215 | Asset management/Store/Dashboard.xlsx#All Stores!row=216 | Asset management/Store/Dashboard.xlsx#All Stores!row=217 | Asset management/Store/Dashboard.xlsx#All Stores!row=218 | Asset management/Store/Dashboard.xlsx#All Stores!row=219 | Asset management/Store/Dashboard.xlsx#All Stores!row=220 | Asset management/Store/Dashboard.xlsx#All Stores!row=221 | Asset management/Store/Dashboard.xlsx#All Stores!row=222 | Asset management/Store/Dashboard.xlsx#All Stores!row=223 | Asset management/Store/Dashboard.xlsx#All Stores!row=224 | Asset management/Store/Dashboard.xlsx#All Stores!row=225 | Asset management/Store/Dashboard.xlsx#All Stores!row=226 | Asset management/Store/Dashboard.xlsx#All Stores!row=227 | Asset management/Store/Dashboard.xlsx#All Stores!row=228 | Asset management/Store/Dashboard.xlsx#All Stores!row=229 | Asset management/Store/Dashboard.xlsx#All Stores!row=230 | Asset management/Store/Dashboard.xlsx#All Stores!row=231 | Asset management/Store/Dashboard.xlsx#All Stores!row=232 | Asset management/Store/Dashboard.xlsx#All Stores!row=233 | Asset management/Store/Dashboard.xlsx#All Stores!row=234 | Asset management/Store/Dashboard.xlsx#All Stores!row=235 | Asset management/Store/Dashboard.xlsx#All Stores!row=236 | Asset management/Store/Dashboard.xlsx#All Stores!row=237 | Asset management/Store/Dashboard.xlsx#All Stores!row=238 | Asset management/Store/Dashboard.xlsx#All Stores!row=239 | Asset management/Store/Dashboard.xlsx#All Stores!row=240 | Asset management/Store/Dashboard.xlsx#All Stores!row=241 | Asset management/Store/Dashboard.xlsx#All Stores!row=242 | Asset management/Store/Dashboard.xlsx#All Stores!row=243 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=2 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=3 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=4 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=5 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=6 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=7 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=8 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=9 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=10 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=11 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=12 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=13 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=14 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=15 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=16 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=17 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=18 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=19 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=20 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=21 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=23 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=24 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=25 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=26 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=27 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=28 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=29 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=30 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=31 | Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=32,true
VA20,New Balance Outlet Lotte D7,,,,,,,MAP-VN,Audit 2026 device/Data store/Check List.xlsx#VN!row=15 | Audit 2026 device/Data store/Check List.xlsx#Sheet2!row=15 | Audit 2026 device/Data store/Check List.xlsx#Sheet2!row=24 | Audit 2026 device/Data store/Check List.xlsx#Sheet1!row=22 | Audit 2026 device/Data store/Firewall Serial Number.xlsx#Sheet1!row=14 | Audit 2026 device/Data store/Audit/VA20.xlsx | Asset management/Store/Details/VA20.xlsx | Asset management/Store/Dashboard.xlsx#All Stores!row=261 | Asset management/Store/Dashboard.xlsx#All Stores!row=262 | Asset management/Store/Dashboard.xlsx#All Stores!row=263 | Asset management/Store/Dashboard.xlsx#All Stores!row=264 | Asset management/Store/Dashboard.xlsx#All Stores!row=265 | Asset management/Store/Dashboard.xlsx#All Stores!row=266 | Asset management/Store/Dashboard.xlsx#All Stores!row=267 | Asset management/Store/Dashboard.xlsx#All Stores!row=268 | Asset management/Store/Dashboard.xlsx#All Stores!row=269 | Asset management/Store/Dashboard.xlsx#All Stores!row=270 | Asset management/Store/Dashboard.xlsx#All Stores!row=271 | Asset management/Store/Dashboard.xlsx#All Stores!row=272 | Asset management/Store/Dashboard.xlsx#All Stores!row=273 | Asset management/Store/Dashboard.xlsx#All Stores!row=274 | Asset management/Store/Dashboard.xlsx#All Stores!row=275 | Asset management/Store/Dashboard.xlsx#All Stores!row=276 | Asset management/Store/Dashboard.xlsx#All Stores!row=277 | Asset management/Store/Dashboard.xlsx#All Stores!row=278 | Asset management/Store/Dashboard.xlsx#All Stores!row=279 | Asset management/Store/Dashboard.xlsx#All Stores!row=280 | Asset management/Store/Dashboard.xlsx#All Stores!row=281 | Asset management/Store/Dashboard.xlsx#All Stores!row=282 | Asset management/Store/Dashboard.xlsx#All Stores!row=283 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=2 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=3 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=4 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=5 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=5 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=6 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=6 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=7 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=8 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=9 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=10 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=11 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=11 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=12 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=13 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=14 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=15 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=16 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=17 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=18 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=19 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=20 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=21 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=22 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=23 | Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=24,true
VA23,New Balance Lotte Department Store,,,,,,,MAP-VN,Audit 2026 device/Data store/Check List.xlsx#VN!row=16 | Audit 2026 device/Data store/Check List.xlsx#Sheet2!row=16 | Audit 2026 device/Data store/Check List.xlsx#Sheet2!row=27 | Audit 2026 device/Data store/Check List.xlsx#Sheet1!row=15 | Audit 2026 device/Data store/Check List.xlsx#Sheet1!row=38 | Audit 2026 device/Data store/Firewall Serial Number.xlsx#Sheet1!row=15 | Audit 2026 device/Data store/Audit/VA23.xlsx | Asset management/Store/Details/VA23.xlsx | Asset management/Store/Dashboard.xlsx#All Stores!row=284 | Asset management/Store/Dashboard.xlsx#All Stores!row=285 | Asset management/Store/Dashboard.xlsx#All Stores!row=286 | Asset management/Store/Dashboard.xlsx#All Stores!row=287 | Asset management/Store/Dashboard.xlsx#All Stores!row=288 | Asset management/Store/Dashboard.xlsx#All Stores!row=289 | Asset management/Store/Dashboard.xlsx#All Stores!row=290 | Audit 2026 device/Data store/Audit/VA23.xlsx#VA23!row=2 | Audit 2026 device/Data store/Audit/VA23.xlsx#VA23!row=3 | Audit 2026 device/Data store/Audit/VA23.xlsx#VA23!row=4 | Audit 2026 device/Data store/Audit/VA23.xlsx#VA23!row=5 | Audit 2026 device/Data store/Audit/VA23.xlsx#VA23!row=6 | Audit 2026 device/Data store/Audit/VA23.xlsx#VA23!row=7 | Audit 2026 device/Data store/Audit/VA23.xlsx#VA23!row=8,true
VH02,Skechers Lotte Department,,,,,,,MAP-VN,Audit 2026 device/Data store/Check List.xlsx#VN!row=17 | Audit 2026 device/Data store/Audit/VH02.xlsx | Asset management/Store/Details/VH02.xlsx | Asset management/Store/Dashboard.xlsx#All Stores!row=306 | Asset management/Store/Dashboard.xlsx#All Stores!row=307 | Asset management/Store/Dashboard.xlsx#All Stores!row=308 | Asset management/Store/Dashboard.xlsx#All Stores!row=309 | Asset management/Store/Dashboard.xlsx#All Stores!row=310 | Asset management/Store/Dashboard.xlsx#All Stores!row=311 | Asset management/Store/Dashboard.xlsx#All Stores!row=312 | Audit 2026 device/Data store/Audit/VH02.xlsx#VH02!row=2 | Audit 2026 device/Data store/Audit/VH02.xlsx#VH02!row=3 | Audit 2026 device/Data store/Audit/VH02.xlsx#VH02!row=4 | Audit 2026 device/Data store/Audit/VH02.xlsx#VH02!row=5 | Audit 2026 device/Data store/Audit/VH02.xlsx#VH02!row=6 | Audit 2026 device/Data store/Audit/VH02.xlsx#VH02!row=7 | Audit 2026 device/Data store/Audit/VH02.xlsx#VH02!row=8,true
VI03,Smiggle Estella,,,,,,,MAP-VN,Audit 2026 device/Data store/Check List.xlsx#VN!row=18 | Audit 2026 device/Data store/Check List.xlsx#Sheet2!row=13 | Audit 2026 device/Data store/Check List.xlsx#Sheet2!row=17 | Audit 2026 device/Data store/Check List.xlsx#Sheet1!row=16 | Audit 2026 device/Data store/Firewall Serial Number.xlsx#Sheet1!row=16 | Audit 2026 device/Data store/Audit/VI03.xlsx | Asset management/Store/Details/VI03.xlsx | Audit 2026 device/Data store/Audit/VI03.xlsx#VI03!row=2 | Audit 2026 device/Data store/Audit/VI03.xlsx#VI03!row=3 | Audit 2026 device/Data store/Audit/VI03.xlsx#VI03!row=4 | Audit 2026 device/Data store/Audit/VI03.xlsx#VI03!row=5 | Audit 2026 device/Data store/Audit/VI03.xlsx#VI03!row=6 | Audit 2026 device/Data store/Audit/VI03.xlsx#VI03!row=7 | Audit 2026 device/Data store/Audit/VI03.xlsx#VI03!row=8 | Audit 2026 device/Data store/Audit/VI03.xlsx#VI03!row=9 | Audit 2026 device/Data store/Audit/VI03.xlsx#VI03!row=10 | Audit 2026 device/Data store/Audit/VI03.xlsx#VI03!row=11,true
VN05,Converse Crescent mall,,,,,,,MAP-VN,Audit 2026 device/Data store/Check List.xlsx#VN!row=19 | Audit 2026 device/Data store/Check List.xlsx#Sheet2!row=4 | Audit 2026 device/Data store/Check List.xlsx#Sheet2!row=19 | Audit 2026 device/Data store/Check List.xlsx#Sheet1!row=30 | Audit 2026 device/Data store/Firewall Serial Number.xlsx#Sheet1!row=17 | Audit 2026 device/Data store/Audit/VN05.xlsx | Asset management/Store/Details/VN05.xlsx | Asset management/Store/Dashboard.xlsx#All Stores!row=313 | Asset management/Store/Dashboard.xlsx#All Stores!row=314 | Asset management/Store/Dashboard.xlsx#All Stores!row=315 | Asset management/Store/Dashboard.xlsx#All Stores!row=316 | Asset management/Store/Dashboard.xlsx#All Stores!row=317 | Asset management/Store/Dashboard.xlsx#All Stores!row=318 | Asset management/Store/Dashboard.xlsx#All Stores!row=319 | Asset management/Store/Dashboard.xlsx#All Stores!row=320 | Asset management/Store/Dashboard.xlsx#All Stores!row=321 | Asset management/Store/Dashboard.xlsx#All Stores!row=322 | Asset management/Store/Dashboard.xlsx#All Stores!row=323 | Asset management/Store/Dashboard.xlsx#All Stores!row=324 | Asset management/Store/Dashboard.xlsx#All Stores!row=325 | Asset management/Store/Dashboard.xlsx#All Stores!row=326 | Asset management/Store/Dashboard.xlsx#All Stores!row=327 | Asset management/Store/Dashboard.xlsx#All Stores!row=328 | Audit 2026 device/Data store/Audit/VN05.xlsx#VN05!row=2 | Audit 2026 device/Data store/Audit/VN05.xlsx#VN05!row=3 | Audit 2026 device/Data store/Audit/VN05.xlsx#VN05!row=4 | Audit 2026 device/Data store/Audit/VN05.xlsx#VN05!row=5 | Audit 2026 device/Data store/Audit/VN05.xlsx#VN05!row=6 | Audit 2026 device/Data store/Audit/VN05.xlsx#VN05!row=7 | Audit 2026 device/Data store/Audit/VN05.xlsx#VN05!row=8 | Audit 2026 device/Data store/Audit/VN05.xlsx#VN05!row=9 | Audit 2026 device/Data store/Audit/VN05.xlsx#VN05!row=10 | Audit 2026 device/Data store/Audit/VN05.xlsx#VN05!row=11 | Audit 2026 device/Data store/Audit/VN05.xlsx#VN05!row=12 | Audit 2026 device/Data store/Audit/VN05.xlsx#VN05!row=13 | Audit 2026 device/Data store/Audit/VN05.xlsx#VN05!row=14 | Audit 2026 device/Data store/Audit/VN05.xlsx#VN05!row=15 | Audit 2026 device/Data store/Audit/VN05.xlsx#VN05!row=16 | Audit 2026 device/Data store/Audit/VN05.xlsx#VN05!row=17,true
VN06,Converse Lotte Department Store,,,,,,,MAP-VN,Audit 2026 device/Data store/Check List.xlsx#VN!row=20 | Audit 2026 device/Data store/Check List.xlsx#Sheet2!row=20 | Audit 2026 device/Data store/Check List.xlsx#Sheet2!row=28 | Audit 2026 device/Data store/Check List.xlsx#Sheet1!row=16 | Audit 2026 device/Data store/Check List.xlsx#Sheet1!row=39 | Audit 2026 device/Data store/Firewall Serial Number.xlsx#Sheet1!row=18 | Audit 2026 device/Data store/!!!/VN06.xlsx | Audit 2026 device/Data store/!!!/VN06.xlsx#VN06!row=2 | Audit 2026 device/Data store/!!!/VN06.xlsx#VN06!row=3 | Audit 2026 device/Data store/!!!/VN06.xlsx#VN06!row=4 | Audit 2026 device/Data store/!!!/VN06.xlsx#VN06!row=5 | Audit 2026 device/Data store/!!!/VN06.xlsx#VN06!row=6 | Audit 2026 device/Data store/!!!/VN06.xlsx#VN06!row=7 | Audit 2026 device/Data store/!!!/VN06.xlsx#VN06!row=8 | Audit 2026 device/Data store/!!!/VN06.xlsx#VN06!row=9 | Audit 2026 device/Data store/!!!/VN06.xlsx#VN06!row=10,true
VN07,Converse Nguyen Trai D1,,,,,,,MAP-VN,Audit 2026 device/Data store/Check List.xlsx#VN!row=21 | Audit 2026 device/Data store/Check List.xlsx#Sheet2!row=5 | Audit 2026 device/Data store/Check List.xlsx#Sheet2!row=21 | Audit 2026 device/Data store/Check List.xlsx#Sheet1!row=31 | Audit 2026 device/Data store/Firewall Serial Number.xlsx#Sheet1!row=19 | Audit 2026 device/Data store/Audit/VN07.xlsx | Asset management/Store/Details/VN07.xlsx | Asset management/Store/Dashboard.xlsx#All Stores!row=329 | Asset management/Store/Dashboard.xlsx#All Stores!row=330 | Asset management/Store/Dashboard.xlsx#All Stores!row=331 | Asset management/Store/Dashboard.xlsx#All Stores!row=332 | Asset management/Store/Dashboard.xlsx#All Stores!row=333 | Asset management/Store/Dashboard.xlsx#All Stores!row=334 | Asset management/Store/Dashboard.xlsx#All Stores!row=335 | Asset management/Store/Dashboard.xlsx#All Stores!row=336 | Asset management/Store/Dashboard.xlsx#All Stores!row=337 | Asset management/Store/Dashboard.xlsx#All Stores!row=338 | Asset management/Store/Dashboard.xlsx#All Stores!row=339 | Asset management/Store/Dashboard.xlsx#All Stores!row=340 | Audit 2026 device/Data store/Audit/VN07.xlsx#VN07!row=2 | Audit 2026 device/Data store/Audit/VN07.xlsx#VN07!row=3 | Audit 2026 device/Data store/Audit/VN07.xlsx#VN07!row=4 | Audit 2026 device/Data store/Audit/VN07.xlsx#VN07!row=5 | Audit 2026 device/Data store/Audit/VN07.xlsx#VN07!row=6 | Audit 2026 device/Data store/Audit/VN07.xlsx#VN07!row=7 | Audit 2026 device/Data store/Audit/VN07.xlsx#VN07!row=8 | Audit 2026 device/Data store/Audit/VN07.xlsx#VN07!row=9 | Audit 2026 device/Data store/Audit/VN07.xlsx#VN07!row=10 | Audit 2026 device/Data store/Audit/VN07.xlsx#VN07!row=11 | Audit 2026 device/Data store/Audit/VN07.xlsx#VN07!row=12 | Audit 2026 device/Data store/Audit/VN07.xlsx#VN07!row=13,true
VN09,Converse Aeon Canary,,,,,,,MAP-VN,Audit 2026 device/Data store/Check List.xlsx#VN!row=22 | Audit 2026 device/Data store/Check List.xlsx#Sheet2!row=7 | Audit 2026 device/Data store/Check List.xlsx#Sheet2!row=23 | Audit 2026 device/Data store/Check List.xlsx#Sheet1!row=23 | Audit 2026 device/Data store/Firewall Serial Number.xlsx#Sheet1!row=20 | Audit 2026 device/Data store/Audit/VN09.xlsx | Asset management/Store/Details/VN09.xlsx | Asset management/Store/Dashboard.xlsx#All Stores!row=341 | Asset management/Store/Dashboard.xlsx#All Stores!row=342 | Asset management/Store/Dashboard.xlsx#All Stores!row=343 | Asset management/Store/Dashboard.xlsx#All Stores!row=344 | Asset management/Store/Dashboard.xlsx#All Stores!row=345 | Asset management/Store/Dashboard.xlsx#All Stores!row=346 | Asset management/Store/Dashboard.xlsx#All Stores!row=347 | Asset management/Store/Dashboard.xlsx#All Stores!row=348 | Asset management/Store/Dashboard.xlsx#All Stores!row=349 | Asset management/Store/Dashboard.xlsx#All Stores!row=350 | Asset management/Store/Dashboard.xlsx#All Stores!row=351 | Asset management/Store/Dashboard.xlsx#All Stores!row=352 | Asset management/Store/Dashboard.xlsx#All Stores!row=353 | Asset management/Store/Dashboard.xlsx#All Stores!row=354 | Audit 2026 device/Data store/Audit/VN09.xlsx#VN09!row=2 | Audit 2026 device/Data store/Audit/VN09.xlsx#VN09!row=3 | Audit 2026 device/Data store/Audit/VN09.xlsx#VN09!row=4 | Audit 2026 device/Data store/Audit/VN09.xlsx#VN09!row=5 | Audit 2026 device/Data store/Audit/VN09.xlsx#VN09!row=6 | Audit 2026 device/Data store/Audit/VN09.xlsx#VN09!row=7 | Audit 2026 device/Data store/Audit/VN09.xlsx#VN09!row=8 | Audit 2026 device/Data store/Audit/VN09.xlsx#VN09!row=9 | Audit 2026 device/Data store/Audit/VN09.xlsx#VN09!row=10 | Audit 2026 device/Data store/Audit/VN09.xlsx#VN09!row=11 | Audit 2026 device/Data store/Audit/VN09.xlsx#VN09!row=12 | Audit 2026 device/Data store/Audit/VN09.xlsx#VN09!row=13 | Audit 2026 device/Data store/Audit/VN09.xlsx#VN09!row=14 | Audit 2026 device/Data store/Audit/VN09.xlsx#VN09!row=15,true
VN10,Converse Aeon Binh Tan,,,,,,,MAP-VN,Audit 2026 device/Data store/Check List.xlsx#VN!row=23 | Audit 2026 device/Data store/Check List.xlsx#Sheet2!row=8 | Audit 2026 device/Data store/Check List.xlsx#Sheet2!row=24 | Audit 2026 device/Data store/Check List.xlsx#Sheet1!row=24 | Audit 2026 device/Data store/Firewall Serial Number.xlsx#Sheet1!row=21 | Audit 2026 device/Data store/Audit/VN10.xlsx | Asset management/Store/Details/VN10.xlsx | Asset management/Store/Dashboard.xlsx#All Stores!row=355 | Asset management/Store/Dashboard.xlsx#All Stores!row=356 | Asset management/Store/Dashboard.xlsx#All Stores!row=357 | Asset management/Store/Dashboard.xlsx#All Stores!row=358 | Asset management/Store/Dashboard.xlsx#All Stores!row=359 | Asset management/Store/Dashboard.xlsx#All Stores!row=360 | Asset management/Store/Dashboard.xlsx#All Stores!row=361 | Asset management/Store/Dashboard.xlsx#All Stores!row=362 | Asset management/Store/Dashboard.xlsx#All Stores!row=363 | Asset management/Store/Dashboard.xlsx#All Stores!row=364 | Asset management/Store/Dashboard.xlsx#All Stores!row=365 | Asset management/Store/Dashboard.xlsx#All Stores!row=366 | Audit 2026 device/Data store/Audit/VN10.xlsx#VN10!row=2 | Audit 2026 device/Data store/Audit/VN10.xlsx#VN10!row=3 | Audit 2026 device/Data store/Audit/VN10.xlsx#VN10!row=4 | Audit 2026 device/Data store/Audit/VN10.xlsx#VN10!row=5 | Audit 2026 device/Data store/Audit/VN10.xlsx#VN10!row=6 | Audit 2026 device/Data store/Audit/VN10.xlsx#VN10!row=7 | Audit 2026 device/Data store/Audit/VN10.xlsx#VN10!row=8 | Audit 2026 device/Data store/Audit/VN10.xlsx#VN10!row=9 | Audit 2026 device/Data store/Audit/VN10.xlsx#VN10!row=10 | Audit 2026 device/Data store/Audit/VN10.xlsx#VN10!row=11 | Audit 2026 device/Data store/Audit/VN10.xlsx#VN10!row=12 | Audit 2026 device/Data store/Audit/VN10.xlsx#VN10!row=13,true
VN12,Converse Lotte mall,,,,,,,MAP-VN,Audit 2026 device/Data store/Check List.xlsx#VN!row=24 | Audit 2026 device/Data store/Check List.xlsx#Sheet2!row=25 | Audit 2026 device/Data store/Check List.xlsx#Sheet2!row=29 | Audit 2026 device/Data store/Check List.xlsx#Sheet1!row=17 | Audit 2026 device/Data store/Check List.xlsx#Sheet1!row=40 | Audit 2026 device/Data store/Firewall Serial Number.xlsx#Sheet1!row=22 | Audit 2026 device/Data store/!!!/VN12.xlsx | Audit 2026 device/Data store/!!!/VN12.xlsx#VN12!row=2 | Audit 2026 device/Data store/!!!/VN12.xlsx#VN12!row=3 | Audit 2026 device/Data store/!!!/VN12.xlsx#VN12!row=4 | Audit 2026 device/Data store/!!!/VN12.xlsx#VN12!row=5 | Audit 2026 device/Data store/!!!/VN12.xlsx#VN12!row=6 | Audit 2026 device/Data store/!!!/VN12.xlsx#VN12!row=7 | Audit 2026 device/Data store/!!!/VN12.xlsx#VN12!row=8 | Audit 2026 device/Data store/!!!/VN12.xlsx#VN12!row=9 | Audit 2026 device/Data store/!!!/VN12.xlsx#VN12!row=10 | Audit 2026 device/Data store/!!!/VN12.xlsx#VN12!row=11,true
VN16,Converse Ba Thang Hai D10,,,,,,,MAP-VN,Audit 2026 device/Data store/Check List.xlsx#VN!row=25 | Audit 2026 device/Data store/Check List.xlsx#Sheet2!row=6 | Audit 2026 device/Data store/Check List.xlsx#Sheet2!row=26 | Audit 2026 device/Data store/Check List.xlsx#Sheet1!row=33 | Audit 2026 device/Data store/Firewall Serial Number.xlsx#Sheet1!row=23 | Audit 2026 device/Data store/Audit/VN16.xlsx | Asset management/Store/Details/VN16.xlsx | Asset management/Store/Dashboard.xlsx#All Stores!row=367 | Asset management/Store/Dashboard.xlsx#All Stores!row=368 | Asset management/Store/Dashboard.xlsx#All Stores!row=369 | Asset management/Store/Dashboard.xlsx#All Stores!row=370 | Asset management/Store/Dashboard.xlsx#All Stores!row=371 | Asset management/Store/Dashboard.xlsx#All Stores!row=372 | Asset management/Store/Dashboard.xlsx#All Stores!row=373 | Asset management/Store/Dashboard.xlsx#All Stores!row=374 | Asset management/Store/Dashboard.xlsx#All Stores!row=375 | Asset management/Store/Dashboard.xlsx#All Stores!row=376 | Asset management/Store/Dashboard.xlsx#All Stores!row=377 | Asset management/Store/Dashboard.xlsx#All Stores!row=378 | Asset management/Store/Dashboard.xlsx#All Stores!row=379 | Asset management/Store/Dashboard.xlsx#All Stores!row=380 | Asset management/Store/Dashboard.xlsx#All Stores!row=381 | Asset management/Store/Dashboard.xlsx#All Stores!row=382 | Audit 2026 device/Data store/Audit/VN16.xlsx#VN16!row=2 | Audit 2026 device/Data store/Audit/VN16.xlsx#VN16!row=3 | Audit 2026 device/Data store/Audit/VN16.xlsx#VN16!row=4 | Audit 2026 device/Data store/Audit/VN16.xlsx#VN16!row=5 | Audit 2026 device/Data store/Audit/VN16.xlsx#VN16!row=6 | Audit 2026 device/Data store/Audit/VN16.xlsx#VN16!row=7 | Audit 2026 device/Data store/Audit/VN16.xlsx#VN16!row=8 | Audit 2026 device/Data store/Audit/VN16.xlsx#VN16!row=9 | Audit 2026 device/Data store/Audit/VN16.xlsx#VN16!row=10 | Audit 2026 device/Data store/Audit/VN16.xlsx#VN16!row=11 | Audit 2026 device/Data store/Audit/VN16.xlsx#VN16!row=12 | Audit 2026 device/Data store/Audit/VN16.xlsx#VN16!row=13 | Audit 2026 device/Data store/Audit/VN16.xlsx#VN16!row=14 | Audit 2026 device/Data store/Audit/VN16.xlsx#VN16!row=15 | Audit 2026 device/Data store/Audit/VN16.xlsx#VN16!row=16 | Audit 2026 device/Data store/Audit/VN16.xlsx#VN16!row=17,true
